source_csv,WarningCode,a_id,a_commit,a_date,a_message,a_file,a_suppressed_annotation,a_line_no,a_annotation_type,a_diffs,a_pre_commit,a_post_commit,Category,Category explanation,d_id,d_commit,d_date,d_message,d_file,d_suppressed_annotation,d_line_no,d_annotation_type,d_diffs,d_pre_commit,d_post_commit
spliceengine.csv,EI_EXPOSE_REP,sp_a_134,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/actions/InsertConstantOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",217,," @@ -214,6 +214,7 @@ public class InsertConstantOperation extends WriteCursorConstantOperation {
  	/**
  	 * gets the row location 
  	 */
+	@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
  	public RowLocation[] getAutoincRowLocation() {
  		return autoincRowLocation;
  	}","	public RowLocation[] getAutoincRowLocation() {
		return autoincRowLocation;
	}","	@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
	public RowLocation[] getAutoincRowLocation() {
		return autoincRowLocation;
	}",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_135,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/actions/WriteCursorConstantOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",149,,"-	public final FKInfo[] getFKInfo() {
-		return fkInfo;
-	}
  
-    public int[] getPkColumns(){
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
+	public int[] getPkColumns(){
          return pkColumns;
      }
  ","	  *	Gets the foreign key information for this constant action.
	  *	A full list of foreign keys was compiled into this constant
	  *	action.
	  *
	  *	@return	the list of foreign keys to enforce for this action
	  */
	public final FKInfo[] getFKInfo() {
		return fkInfo;","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
	public int[] getPkColumns(){
        return pkColumns;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_136,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/index/IndexTransformer.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",90,,"  import java.io.IOException;
 @@ -86,6 +87,7 @@ public class IndexTransformer {
          return indexedCols;
      }
  
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public byte[] getIndexConglomBytes() {
          return indexConglomBytes;
      }","    public byte[] getIndexConglomBytes() {
        return indexConglomBytes;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public byte[] getIndexConglomBytes() {
        return indexConglomBytes;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_137,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/BroadcastJoinOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",219,,"  import java.io.IOException;
 @@ -215,10 +216,12 @@ public class BroadcastJoinOperation extends JoinOperation{
          return sb.toString();
      }
      
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public int[] getRightHashKeys() {
          return rightHashKeys;
      }
  ","    public int[] getRightHashKeys() {
        return rightHashKeys;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public int[] getRightHashKeys() {
        return rightHashKeys;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_138,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/BroadcastJoinOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",224,,"+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public int[] getRightHashKeys() {
          return rightHashKeys;
      }
  
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public int[] getLeftHashKeys() {
          return leftHashKeys;
      }","    public int[] getLeftHashKeys() {
        return leftHashKeys;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public int[] getLeftHashKeys() {
        return leftHashKeys;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_139,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/DerbyOperationInformation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",75,,"  import java.io.ObjectInput;
 @@ -70,6 +72,7 @@ public class DerbyOperationInformation implements OperationInformation,Externali
      }
  
      @Override
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public int[] getBaseColumnMap() {
          return baseColumnMap;
      }
 @@ -206,6 +209,7 @@ public class DerbyOperationInformation implements OperationInformation,Externali","    public int[] getBaseColumnMap() {
        return baseColumnMap;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public int[] getBaseColumnMap() {
        return baseColumnMap;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_140,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/DerbyOperationInformation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",212,,"      }
 @@ -206,6 +209,7 @@ public class DerbyOperationInformation implements OperationInformation,Externali
      }
  
      @Override
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public NoPutResultSet[] getSubqueryTrackingArray() throws StandardException {
          if(subQueryTrackingArray ==null)
              subQueryTrackingArray = activation.getLanguageConnectionContext().getStatementContext().getSubqueryTrackingArray();","    public NoPutResultSet[] getSubqueryTrackingArray() throws StandardException {
        if(subQueryTrackingArray ==null)
            subQueryTrackingArray = activation.getLanguageConnectionContext().getStatementContext().getSubqueryTrackingArray();
        return subQueryTrackingArray;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public NoPutResultSet[] getSubqueryTrackingArray() throws StandardException {
        if(subQueryTrackingArray ==null)
            subQueryTrackingArray = activation.getLanguageConnectionContext().getStatementContext().getSubqueryTrackingArray();
        return subQueryTrackingArray;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_141,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/ScanOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",276,,"  import java.io.IOException;
 @@ -272,6 +273,7 @@ public abstract class ScanOperation extends SpliceBaseOperation{
                  +indent+""tableName:""+tableName;
      }
  
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public int[] getKeyColumns(){
          return columnOrdering;
      }","    public int[] getKeyColumns(){
        return columnOrdering;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public int[] getKeyColumns(){
        return columnOrdering;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP,sp_a_142,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/SpliceBaseOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",342,,"  
 @@ -338,6 +339,7 @@ public abstract class SpliceBaseOperation implements SpliceOperation, ScopeNamed
      }
  
      @Override
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public byte[] getUniqueSequenceID(){
          return uniqueSequenceID;
      }
 @@ -620,6 +622,7 @@ public abstract class SpliceBaseOperation implements SpliceOperation, ScopeNamed","    public byte[] getUniqueSequenceID(){
        return uniqueSequenceID;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public byte[] getUniqueSequenceID(){
        return uniqueSequenceID;
    }",Unactionable,Intentional,sp_d_9,99ff4283ecf870321ffb3e57833328869f6976fd,2016-04-05 9:21:31,"DB-4896 Remove Default Sequence Generation for operations, no need to do this except for BroadcastJoinOperation",splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/SpliceBaseOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",306,Deleted,"          this.resultSetNumber=operationInformation.getResultSetNumber();
-        this.uniqueSequenceID=operationInformation.getUUIDGenerator().nextBytes();
-    }
-
-    @Override
-    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
-    public byte[] getUniqueSequenceID(){
-        return uniqueSequenceID;
-    }
-","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public byte[] getUniqueSequenceID(){
        return uniqueSequenceID;
    }","    protected ExecRow getFromResultDescription(ResultDescription resultDescription) throws StandardException{
        ExecRow row=new ValueRow(resultDescription.getColumnCount());
        for(int i=1;i<=resultDescription.getColumnCount();i++){
            ResultColumnDescriptor rcd=resultDescription.getColumnDescriptor(i);
            row.setColumn(i,rcd.getType().getNull());
        }
        return row;
    }"
spliceengine.csv,EI_EXPOSE_REP,sp_a_143,c24a546671115a4d78bb7e8c107d21b291ceebf3,2016-02-23 11:28:02,Fixing more findbugs issues,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/SpliceBaseOperation.java,"@SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")",625,,"      }
 @@ -620,6 +622,7 @@ public abstract class SpliceBaseOperation implements SpliceOperation, ScopeNamed
      }
  
      @Override
+    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
      public NoPutResultSet[] getSubqueryTrackingArray(int numSubqueries){
          SpliceLogUtils.trace(LOG,""getSubqueryTrackingArray with numSubqueries %d"",numSubqueries);
          if(subqueryTrackingArray==null)","    public NoPutResultSet[] getSubqueryTrackingArray(int numSubqueries){
        SpliceLogUtils.trace(LOG,""getSubqueryTrackingArray with numSubqueries %d"",numSubqueries);
        if(subqueryTrackingArray==null)
            subqueryTrackingArray=new NoPutResultSet[numSubqueries];
        return subqueryTrackingArray;
    }","    @SuppressFBWarnings(value = ""EI_EXPOSE_REP"",justification = ""Intentional"")
    public NoPutResultSet[] getSubqueryTrackingArray(int numSubqueries){
        SpliceLogUtils.trace(LOG,""getSubqueryTrackingArray with numSubqueries %d"",numSubqueries);
        if(subqueryTrackingArray==null)
            subqueryTrackingArray=new NoPutResultSet[numSubqueries];
        return subqueryTrackingArray;
    }",Unactionable,Intentional,,,,,,,,,,,
spliceengine.csv,EI_EXPOSE_REP2,sp_a_144,3dfa3845b8b4b97e1dc653a292a987d29fa5abfa,2016-03-08 8:21:54,fixing FindBugs errors,splice_machine/src/main/java/com/splicemachine/derby/impl/sql/execute/operations/TemporaryRowHolderOperation.java,"@SuppressFBWarnings(value=""EI_EXPOSE_REP2"", justification=""Intentional"")",110,,"+    /**
+     * Reset the exec row array and reinitialize
+     *
+     * @param rowArray the row array
+     */
+    @SuppressFBWarnings(value=""EI_EXPOSE_REP2"", justification=""Intentional"")
+    public void reset(ExecRow[] rowArray){
+        this.rowArray=rowArray;
+        this.numRowsOut=0;
+        isOpen=false;","	public TemporaryRowHolderOperation
	(
		TransactionController		tc,
		ExecRow[]					rowArray,
		ResultDescription			resultDescription,
		boolean						isVirtualMemHeap,
		boolean                     isAppendable,
		long                        positionIndexConglomId,
		TemporaryRowHolderImpl		holder
	) 
	{
		if (1 != 2)
			throw new RuntimeException(""Stubbed out, please review prior to implementing..."");
		this.tc = tc;
		this.rowArray = rowArray;
		this.resultDescription = resultDescription;
		this.numRowsOut = 0;
		isOpen = false;
		finished = false;
		this.isVirtualMemHeap = isVirtualMemHeap;
		this.isAppendable = isAppendable;
		this.positionIndexConglomId = positionIndexConglomId;

		if (SanityManager.DEBUG)
		{
			SanityManager.ASSERT(rowArray != null, ""rowArray is null"");
			SanityManager.ASSERT(rowArray.length > 0, ""rowArray has no elements, need at least one"");
		}

		this.holder = holder;
	}","    @SuppressFBWarnings(value=""EI_EXPOSE_REP2"", justification=""Intentional"")
